country,state,district,year,dyid,sulfate,YEAR,STATE,SDP,SDP_NORM,DistrictName,ginivalue
India,madhya pradesh,katni,2018,Katni2018,15.071428,2018,madhya pradesh,482361,482361,katni,0.35
India,madhya pradesh,mandla,2000,Mandla2000,,2000,madhya pradesh,66750,142623.9225,mandla,0.23
India,madhya pradesh,mandla,2001,Mandla2001,14.652174,2001,madhya pradesh,71525,152826.6075,mandla,0.23
India,madhya pradesh,mandla,2002,Mandla2002,28.473684,2002,madhya pradesh,67795,144856.7614,mandla,0.23
India,madhya pradesh,mandla,2003,Mandla2003,,2003,madhya pradesh,75400,161106.2735,mandla,0.23
India,madhya pradesh,mandla,2004,Mandla2004,43.8125,2004,madhya pradesh,77874,166392.4395,mandla,0.23
India,madhya pradesh,mandla,2005,Mandla2005,22.136364,2005,madhya pradesh,104975,174775.3286,mandla,0.23
India,madhya pradesh,mandla,2006,Mandla2006,,2006,madhya pradesh,114545,190708.645,mandla,0.23
India,madhya pradesh,mandla,2007,Mandla2007,10.62963,2007,madhya pradesh,119958,199720.8751,mandla,0.23
India,madhya pradesh,mandla,2008,Mandla2008,47.666668,2008,madhya pradesh,135124,224971.1026,mandla,0.23
India,madhya pradesh,mandla,2009,Mandla2009,21.52174,2009,madhya pradesh,147933,246297.1058,mandla,0.23
India,madhya pradesh,mandla,2010,Mandla2010,28.608696,2010,madhya pradesh,155701,259230.2304,mandla,0.23
India,madhya pradesh,mandla,2011,Mandla2011,31.583334,2011,madhya pradesh,169600,282371,mandla,0.23
India,madhya pradesh,mandla,2012,Mandla2012,34.75,2012,madhya pradesh,306853,306853,mandla,0.23
India,madhya pradesh,mandla,2013,Mandla2013,47.153847,2013,madhya pradesh,322598,322598,mandla,0.23
India,madhya pradesh,mandla,2014,Mandla2014,62.354839,2014,madhya pradesh,339247,339247,mandla,0.23
India,madhya pradesh,mandla,2015,Mandla2015,21.928572,2015,madhya pradesh,370716,370716,mandla,0.23
India,madhya pradesh,mandla,2016,Mandla2016,29.935484,2016,madhya pradesh,419465,419465,mandla,0.23
India,madhya pradesh,mandla,2017,Mandla2017,21.548388,2017,madhya pradesh,441956,441956,mandla,0.23
India,madhya pradesh,mandla,2018,Mandla2018,21.928572,2018,madhya pradesh,482361,482361,mandla,0.23
India,madhya pradesh,mandsaur,2000,Mandsaur2000,21,2000,madhya pradesh,66750,142623.9225,mandsaur,0.21
India,madhya pradesh,mandsaur,2001,Mandsaur2001,37.090908,2001,madhya pradesh,71525,152826.6075,mandsaur,0.21
India,madhya pradesh,mandsaur,2002,Mandsaur2002,57.5625,2002,madhya pradesh,67795,144856.7614,mandsaur,0.21
India,madhya pradesh,mandsaur,2003,Mandsaur2003,,2003,madhya pradesh,75400,161106.2735,mandsaur,0.21
India,madhya pradesh,mandsaur,2004,Mandsaur2004,56.944443,2004,madhya pradesh,77874,166392.4395,mandsaur,0.21
India,madhya pradesh,mandsaur,2005,Mandsaur2005,81.300003,2005,madhya pradesh,104975,174775.3286,mandsaur,0.21
India,madhya pradesh,mandsaur,2006,Mandsaur2006,,2006,madhya pradesh,114545,190708.645,mandsaur,0.21
India,madhya pradesh,mandsaur,2007,Mandsaur2007,65.551727,2007,madhya pradesh,119958,199720.8751,mandsaur,0.21
India,madhya pradesh,mandsaur,2008,Mandsaur2008,84.714287,2008,madhya pradesh,135124,224971.1026,mandsaur,0.21
India,madhya pradesh,mandsaur,2009,Mandsaur2009,102.94444,2009,madhya pradesh,147933,246297.1058,mandsaur,0.21
India,madhya pradesh,mandsaur,2010,Mandsaur2010,58.619049,2010,madhya pradesh,155701,259230.2304,mandsaur,0.21
India,madhya pradesh,mandsaur,2011,Mandsaur2011,81.375,2011,madhya pradesh,169600,282371,mandsaur,0.21
India,madhya pradesh,mandsaur,2012,Mandsaur2012,68.550003,2012,madhya pradesh,306853,306853,mandsaur,0.21
India,madhya pradesh,mandsaur,2013,Mandsaur2013,137,2013,madhya pradesh,322598,322598,mandsaur,0.21
India,madhya pradesh,mandsaur,2014,Mandsaur2014,65.181816,2014,madhya pradesh,339247,339247,mandsaur,0.21
India,madhya pradesh,mandsaur,2015,Mandsaur2015,52.5,2015,madhya pradesh,370716,370716,mandsaur,0.21
India,madhya pradesh,mandsaur,2016,Mandsaur2016,96.681816,2016,madhya pradesh,419465,419465,mandsaur,0.21
India,madhya pradesh,mandsaur,2017,Mandsaur2017,59.047619,2017,madhya pradesh,441956,441956,mandsaur,0.21
India,madhya pradesh,mandsaur,2018,Mandsaur2018,40.42857,2018,madhya pradesh,482361,482361,mandsaur,0.21
India,madhya pradesh,morena,2000,Morena2000,40.235294,2000,madhya pradesh,66750,142623.9225,morena,0.26
India,madhya pradesh,morena,2001,Morena2001,20.882353,2001,madhya pradesh,71525,152826.6075,morena,0.26
India,madhya pradesh,morena,2002,Morena2002,23.6875,2002,madhya pradesh,67795,144856.7614,morena,0.26
India,madhya pradesh,morena,2003,Morena2003,,2003,madhya pradesh,75400,161106.2735,morena,0.26
India,madhya pradesh,morena,2004,Morena2004,32.0625,2004,madhya pradesh,77874,166392.4395,morena,0.26
India,madhya pradesh,morena,2005,Morena2005,72.416664,2005,madhya pradesh,104975,174775.3286,morena,0.26
India,madhya pradesh,morena,2006,Morena2006,55.8125,2006,madhya pradesh,114545,190708.645,morena,0.26
India,madhya pradesh,morena,2007,Morena2007,9.4615383,2007,madhya pradesh,119958,199720.8751,morena,0.26
India,madhya pradesh,morena,2008,Morena2008,39.5,2008,madhya pradesh,135124,224971.1026,morena,0.26
India,madhya pradesh,morena,2009,Morena2009,58,2009,madhya pradesh,147933,246297.1058,morena,0.26
India,madhya pradesh,morena,2010,Morena2010,25.666666,2010,madhya pradesh,155701,259230.2304,morena,0.26
India,madhya pradesh,morena,2011,Morena2011,33.927273,2011,madhya pradesh,169600,282371,morena,0.26
India,madhya pradesh,morena,2012,Morena2012,22.530769,2012,madhya pradesh,306853,306853,morena,0.26
India,madhya pradesh,morena,2013,Morena2013,67.35714,2013,madhya pradesh,322598,322598,morena,0.26
India,madhya pradesh,morena,2014,Morena2014,37.727272,2014,madhya pradesh,339247,339247,morena,0.26
India,madhya pradesh,morena,2015,Morena2015,59.923077,2015,madhya pradesh,370716,370716,morena,0.26
India,madhya pradesh,morena,2016,Morena2016,85.428574,2016,madhya pradesh,419465,419465,morena,0.26
India,madhya pradesh,morena,2017,Morena2017,30.142857,2017,madhya pradesh,441956,441956,morena,0.26
India,madhya pradesh,morena,2018,Morena2018,19.357143,2018,madhya pradesh,482361,482361,morena,0.26
India,madhya pradesh,narsimhapur,2000,Narsimhapur2000,14.8,2000,madhya pradesh,66750,142623.9225,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2001,Narsimhapur2001,10.466666,2001,madhya pradesh,71525,152826.6075,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2002,Narsimhapur2002,18.083334,2002,madhya pradesh,67795,144856.7614,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2003,Narsimhapur2003,,2003,madhya pradesh,75400,161106.2735,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2004,Narsimhapur2004,23.384615,2004,madhya pradesh,77874,166392.4395,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2005,Narsimhapur2005,19.166666,2005,madhya pradesh,104975,174775.3286,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2006,Narsimhapur2006,,2006,madhya pradesh,114545,190708.645,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2007,Narsimhapur2007,17.92,2007,madhya pradesh,119958,199720.8751,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2008,Narsimhapur2008,30,2008,madhya pradesh,135124,224971.1026,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2009,Narsimhapur2009,17.833334,2009,madhya pradesh,147933,246297.1058,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2010,Narsimhapur2010,17.6,2010,madhya pradesh,155701,259230.2304,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2011,Narsimhapur2011,17.631578,2011,madhya pradesh,169600,282371,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2012,Narsimhapur2012,32.789474,2012,madhya pradesh,306853,306853,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2013,Narsimhapur2013,81.75,2013,madhya pradesh,322598,322598,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2014,Narsimhapur2014,58.75,2014,madhya pradesh,339247,339247,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2015,Narsimhapur2015,17.299999,2015,madhya pradesh,370716,370716,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2016,Narsimhapur2016,43.4375,2016,madhya pradesh,419465,419465,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2017,Narsimhapur2017,15.166667,2017,madhya pradesh,441956,441956,narsimhapur,0.33
India,madhya pradesh,narsimhapur,2018,Narsimhapur2018,20.4,2018,madhya pradesh,482361,482361,narsimhapur,0.33
India,madhya pradesh,neemuch,2000,Neemuch2000,61,2000,madhya pradesh,66750,142623.9225,neemuch,0.2
India,madhya pradesh,neemuch,2001,Neemuch2001,50.333332,2001,madhya pradesh,71525,152826.6075,neemuch,0.2
India,madhya pradesh,neemuch,2002,Neemuch2002,71.928574,2002,madhya pradesh,67795,144856.7614,neemuch,0.2
India,madhya pradesh,neemuch,2003,Neemuch2003,,2003,madhya pradesh,75400,161106.2735,neemuch,0.2
India,madhya pradesh,neemuch,2004,Neemuch2004,113.78571,2004,madhya pradesh,77874,166392.4395,neemuch,0.2
India,madhya pradesh,neemuch,2005,Neemuch2005,96.157898,2005,madhya pradesh,104975,174775.3286,neemuch,0.2
India,madhya pradesh,neemuch,2006,Neemuch2006,,2006,madhya pradesh,114545,190708.645,neemuch,0.2
India,madhya pradesh,neemuch,2007,Neemuch2007,70.590912,2007,madhya pradesh,119958,199720.8751,neemuch,0.2
India,madhya pradesh,neemuch,2008,Neemuch2008,56.764706,2008,madhya pradesh,135124,224971.1026,neemuch,0.2
India,madhya pradesh,neemuch,2009,Neemuch2009,124.94444,2009,madhya pradesh,147933,246297.1058,neemuch,0.2
India,madhya pradesh,neemuch,2010,Neemuch2010,68.263161,2010,madhya pradesh,155701,259230.2304,neemuch,0.2
India,madhya pradesh,neemuch,2011,Neemuch2011,,2011,madhya pradesh,169600,282371,neemuch,0.2
India,madhya pradesh,neemuch,2012,Neemuch2012,77.368423,2012,madhya pradesh,306853,306853,neemuch,0.2
India,madhya pradesh,neemuch,2013,Neemuch2013,249.76923,2013,madhya pradesh,322598,322598,neemuch,0.2
India,madhya pradesh,neemuch,2014,Neemuch2014,89.272728,2014,madhya pradesh,339247,339247,neemuch,0.2
India,madhya pradesh,neemuch,2015,Neemuch2015,101.27273,2015,madhya pradesh,370716,370716,neemuch,0.2
India,madhya pradesh,neemuch,2016,Neemuch2016,107.38095,2016,madhya pradesh,419465,419465,neemuch,0.2
India,madhya pradesh,neemuch,2017,Neemuch2017,100.52174,2017,madhya pradesh,441956,441956,neemuch,0.2
India,madhya pradesh,neemuch,2018,Neemuch2018,74.545456,2018,madhya pradesh,482361,482361,neemuch,0.2
India,madhya pradesh,panna,2000,Panna2000,24.923077,2000,madhya pradesh,66750,142623.9225,panna,0.24
India,madhya pradesh,panna,2001,Panna2001,37.76923,2001,madhya pradesh,71525,152826.6075,panna,0.24
India,madhya pradesh,panna,2002,Panna2002,28.416666,2002,madhya pradesh,67795,144856.7614,panna,0.24
India,madhya pradesh,panna,2003,Panna2003,,2003,madhya pradesh,75400,161106.2735,panna,0.24
India,madhya pradesh,panna,2004,Panna2004,67.153847,2004,madhya pradesh,77874,166392.4395,panna,0.24
India,madhya pradesh,panna,2005,Panna2005,44.444443,2005,madhya pradesh,104975,174775.3286,panna,0.24
India,madhya pradesh,panna,2006,Panna2006,,2006,madhya pradesh,114545,190708.645,panna,0.24
India,madhya pradesh,panna,2007,Panna2007,32.200001,2007,madhya pradesh,119958,199720.8751,panna,0.24
India,madhya pradesh,panna,2008,Panna2008,,2008,madhya pradesh,135124,224971.1026,panna,0.24
India,madhya pradesh,panna,2009,Panna2009,19.933332,2009,madhya pradesh,147933,246297.1058,panna,0.24
India,madhya pradesh,panna,2010,Panna2010,54.454544,2010,madhya pradesh,155701,259230.2304,panna,0.24
India,madhya pradesh,panna,2011,Panna2011,36.833332,2011,madhya pradesh,169600,282371,panna,0.24
India,madhya pradesh,panna,2012,Panna2012,44.933334,2012,madhya pradesh,306853,306853,panna,0.24
India,madhya pradesh,panna,2013,Panna2013,46.210526,2013,madhya pradesh,322598,322598,panna,0.24
India,madhya pradesh,panna,2014,Panna2014,31.625,2014,madhya pradesh,339247,339247,panna,0.24
India,madhya pradesh,panna,2015,Panna2015,95.739128,2015,madhya pradesh,370716,370716,panna,0.24
India,madhya pradesh,panna,2016,Panna2016,75.652176,2016,madhya pradesh,419465,419465,panna,0.24
India,madhya pradesh,panna,2017,Panna2017,53.959999,2017,madhya pradesh,441956,441956,panna,0.24
India,madhya pradesh,panna,2018,Panna2018,26.75,2018,madhya pradesh,482361,482361,panna,0.24
India,madhya pradesh,raisen,2000,Raisen2000,37.200001,2000,madhya pradesh,66750,142623.9225,raisen,0.28
India,madhya pradesh,raisen,2001,Raisen2001,49.799999,2001,madhya pradesh,71525,152826.6075,raisen,0.28
India,madhya pradesh,raisen,2002,Raisen2002,22.450001,2002,madhya pradesh,67795,144856.7614,raisen,0.28
India,madhya pradesh,raisen,2003,Raisen2003,,2003,madhya pradesh,75400,161106.2735,raisen,0.28
India,madhya pradesh,raisen,2004,Raisen2004,38.176472,2004,madhya pradesh,77874,166392.4395,raisen,0.28
India,madhya pradesh,raisen,2005,Raisen2005,52.76923,2005,madhya pradesh,104975,174775.3286,raisen,0.28
India,madhya pradesh,raisen,2006,Raisen2006,26.707693,2006,madhya pradesh,114545,190708.645,raisen,0.28
India,madhya pradesh,raisen,2007,Raisen2007,90.07692,2007,madhya pradesh,119958,199720.8751,raisen,0.28
India,madhya pradesh,raisen,2008,Raisen2008,46.526318,2008,madhya pradesh,135124,224971.1026,raisen,0.28
India,madhya pradesh,raisen,2009,Raisen2009,17.368422,2009,madhya pradesh,147933,246297.1058,raisen,0.28
India,madhya pradesh,raisen,2010,Raisen2010,24.25,2010,madhya pradesh,155701,259230.2304,raisen,0.28
India,madhya pradesh,raisen,2011,Raisen2011,44.92857,2011,madhya pradesh,169600,282371,raisen,0.28
India,madhya pradesh,raisen,2012,Raisen2012,93.315788,2012,madhya pradesh,306853,306853,raisen,0.28
India,madhya pradesh,raisen,2013,Raisen2013,114.73913,2013,madhya pradesh,322598,322598,raisen,0.28
India,madhya pradesh,raisen,2014,Raisen2014,31.200001,2014,madhya pradesh,339247,339247,raisen,0.28
India,madhya pradesh,raisen,2015,Raisen2015,,2015,madhya pradesh,370716,370716,raisen,0.28
India,madhya pradesh,raisen,2016,Raisen2016,75.153847,2016,madhya pradesh,419465,419465,raisen,0.28
India,madhya pradesh,raisen,2017,Raisen2017,39.111111,2017,madhya pradesh,441956,441956,raisen,0.28
India,madhya pradesh,raisen,2018,Raisen2018,60.599998,2018,madhya pradesh,482361,482361,raisen,0.28
India,madhya pradesh,rajgarh,2000,Rajgarh2000,35.909092,2000,madhya pradesh,66750,142623.9225,rajgarh,0.3
India,madhya pradesh,rajgarh,2001,Rajgarh2001,73.933334,2001,madhya pradesh,71525,152826.6075,rajgarh,0.3
India,madhya pradesh,rajgarh,2002,Rajgarh2002,36.375,2002,madhya pradesh,67795,144856.7614,rajgarh,0.3
India,madhya pradesh,rajgarh,2003,Rajgarh2003,,2003,madhya pradesh,75400,161106.2735,rajgarh,0.3
India,madhya pradesh,rajgarh,2004,Rajgarh2004,55.3125,2004,madhya pradesh,77874,166392.4395,rajgarh,0.3
India,madhya pradesh,rajgarh,2005,Rajgarh2005,71.73333,2005,madhya pradesh,104975,174775.3286,rajgarh,0.3
India,madhya pradesh,rajgarh,2006,Rajgarh2006,38.166668,2006,madhya pradesh,114545,190708.645,rajgarh,0.3
India,madhya pradesh,rajgarh,2007,Rajgarh2007,61.42857,2007,madhya pradesh,119958,199720.8751,rajgarh,0.3
India,madhya pradesh,rajgarh,2008,Rajgarh2008,41.142857,2008,madhya pradesh,135124,224971.1026,rajgarh,0.3
India,madhya pradesh,rajgarh,2009,Rajgarh2009,38.666668,2009,madhya pradesh,147933,246297.1058,rajgarh,0.3
India,madhya pradesh,rajgarh,2010,Rajgarh2010,36,2010,madhya pradesh,155701,259230.2304,rajgarh,0.3
India,madhya pradesh,rajgarh,2011,Rajgarh2011,41.92857,2011,madhya pradesh,169600,282371,rajgarh,0.3
India,madhya pradesh,rajgarh,2012,Rajgarh2012,57.5,2012,madhya pradesh,306853,306853,rajgarh,0.3
India,madhya pradesh,rajgarh,2013,Rajgarh2013,103.64706,2013,madhya pradesh,322598,322598,rajgarh,0.3
India,madhya pradesh,rajgarh,2014,Rajgarh2014,59.941177,2014,madhya pradesh,339247,339247,rajgarh,0.3
India,madhya pradesh,rajgarh,2015,Rajgarh2015,,2015,madhya pradesh,370716,370716,rajgarh,0.3
India,madhya pradesh,rajgarh,2016,Rajgarh2016,144.29411,2016,madhya pradesh,419465,419465,rajgarh,0.3
India,madhya pradesh,rajgarh,2017,Rajgarh2017,108.65,2017,madhya pradesh,441956,441956,rajgarh,0.3
India,madhya pradesh,rajgarh,2018,Rajgarh2018,26.133333,2018,madhya pradesh,482361,482361,rajgarh,0.3
India,madhya pradesh,ratlam,2000,Ratlam2000,57.142857,2000,madhya pradesh,66750,142623.9225,ratlam,0.21
India,madhya pradesh,ratlam,2001,Ratlam2001,65.666664,2001,madhya pradesh,71525,152826.6075,ratlam,0.21
India,madhya pradesh,ratlam,2002,Ratlam2002,39.200001,2002,madhya pradesh,67795,144856.7614,ratlam,0.21
India,madhya pradesh,ratlam,2003,Ratlam2003,,2003,madhya pradesh,75400,161106.2735,ratlam,0.21
India,madhya pradesh,ratlam,2004,Ratlam2004,88.272728,2004,madhya pradesh,77874,166392.4395,ratlam,0.21
India,madhya pradesh,ratlam,2005,Ratlam2005,73.058823,2005,madhya pradesh,104975,174775.3286,ratlam,0.21
India,madhya pradesh,ratlam,2006,Ratlam2006,52.1875,2006,madhya pradesh,114545,190708.645,ratlam,0.21
India,madhya pradesh,ratlam,2007,Ratlam2007,58.407406,2007,madhya pradesh,119958,199720.8751,ratlam,0.21
India,madhya pradesh,ratlam,2008,Ratlam2008,57.5,2008,madhya pradesh,135124,224971.1026,ratlam,0.21
India,madhya pradesh,ratlam,2009,Ratlam2009,35.315788,2009,madhya pradesh,147933,246297.1058,ratlam,0.21
India,madhya pradesh,ratlam,2010,Ratlam2010,56.944443,2010,madhya pradesh,155701,259230.2304,ratlam,0.21
India,madhya pradesh,ratlam,2011,Ratlam2011,12,2011,madhya pradesh,169600,282371,ratlam,0.21
India,madhya pradesh,ratlam,2012,Ratlam2012,56.523811,2012,madhya pradesh,306853,306853,ratlam,0.21
India,madhya pradesh,ratlam,2013,Ratlam2013,90.166664,2013,madhya pradesh,322598,322598,ratlam,0.21
India,madhya pradesh,ratlam,2014,Ratlam2014,63.625,2014,madhya pradesh,339247,339247,ratlam,0.21
India,madhya pradesh,ratlam,2015,Ratlam2015,69.75,2015,madhya pradesh,370716,370716,ratlam,0.21
India,madhya pradesh,ratlam,2016,Ratlam2016,89.916664,2016,madhya pradesh,419465,419465,ratlam,0.21
India,madhya pradesh,ratlam,2017,Ratlam2017,64,2017,madhya pradesh,441956,441956,ratlam,0.21
India,madhya pradesh,ratlam,2018,Ratlam2018,59.625,2018,madhya pradesh,482361,482361,ratlam,0.21
India,madhya pradesh,rewa,2000,Rewa2000,2,2000,madhya pradesh,66750,142623.9225,rewa,0.26
India,madhya pradesh,rewa,2001,Rewa2001,43.279999,2001,madhya pradesh,71525,152826.6075,rewa,0.26
India,madhya pradesh,rewa,2002,Rewa2002,32.76923,2002,madhya pradesh,67795,144856.7614,rewa,0.26
India,madhya pradesh,rewa,2003,Rewa2003,,2003,madhya pradesh,75400,161106.2735,rewa,0.26
India,madhya pradesh,rewa,2004,Rewa2004,100.8,2004,madhya pradesh,77874,166392.4395,rewa,0.26
India,madhya pradesh,rewa,2005,Rewa2005,26.700001,2005,madhya pradesh,104975,174775.3286,rewa,0.26
India,madhya pradesh,rewa,2006,Rewa2006,18,2006,madhya pradesh,114545,190708.645,rewa,0.26
India,madhya pradesh,rewa,2007,Rewa2007,71.487808,2007,madhya pradesh,119958,199720.8751,rewa,0.26
India,madhya pradesh,rewa,2008,Rewa2008,80.285713,2008,madhya pradesh,135124,224971.1026,rewa,0.26
India,madhya pradesh,rewa,2009,Rewa2009,94.259262,2009,madhya pradesh,147933,246297.1058,rewa,0.26
India,madhya pradesh,rewa,2010,Rewa2010,238.47058,2010,madhya pradesh,155701,259230.2304,rewa,0.26
India,madhya pradesh,rewa,2011,Rewa2011,90.862068,2011,madhya pradesh,169600,282371,rewa,0.26
India,madhya pradesh,rewa,2012,Rewa2012,206.46428,2012,madhya pradesh,306853,306853,rewa,0.26
India,madhya pradesh,rewa,2013,Rewa2013,99.827583,2013,madhya pradesh,322598,322598,rewa,0.26
India,madhya pradesh,rewa,2014,Rewa2014,147.72414,2014,madhya pradesh,339247,339247,rewa,0.26
India,madhya pradesh,rewa,2015,Rewa2015,47.799999,2015,madhya pradesh,370716,370716,rewa,0.26
